Title,Date,Sentiment,Confidence
Distressed debt investors prepared to pounce in Asia,"April 9, 2008",neutral,0.6132181882858276
Citigroup nears deal to sell leveraged loans,"April 9, 2008",neutral,0.920310914516449
IMF Warns That Credit Losses Could Approach $1 Trillion,"April 9, 2008",neutral,0.4009237587451935
Buyout Firms Double Down on Their Own Debt,"April 9, 2008",negative,0.3948841989040375
Goldman’s Growing Question Mark,"April 9, 2008",neutral,0.6608802676200867
Soros urges officials to move faster in credit crisis,"April 10, 2008",neutral,0.6010868549346924
"Regulators should strengthen guidelines on bank capital, Bernanke says","April 10, 2008",neutral,0.5855463743209839
Outlook gloomy for Swiss private bankers,"April 10, 2008",negative,0.5964217782020569
Euro eases from record high after Trichet's warning,"April 10, 2008",positive,0.5458747148513794
Global Forum Calls for New Financial Controls,"April 11, 2008",neutral,0.8277187347412109
Senate Approves Housing Relief Bill,"April 11, 2008",neutral,0.701272189617157
"Blankfein, Goldman Sachs chief, says credit crisis in late stages","April 11, 2008",neutral,0.5632652640342712
U.S. Senate approves housing relief bill,"April 11, 2008",neutral,0.718833863735199
"G.E. Earnings Drop, Raising Broader Fears","April 12, 2008",negative,0.76764976978302
But What of the Small Investor?,"April 13, 2008",neutral,0.8456308245658875
A Lender Failed. Did Its Auditor?,"April 13, 2008",neutral,0.6887348890304565
G-7 leaders talk tough on currency markets,"April 13, 2008",neutral,0.5566748380661011
But what about the small investor?,"April 13, 2008",neutral,0.8284426927566528
U.S. housing collapse spreads overseas,"April 13, 2008",negative,0.5036460757255554
Accounting failures enter the subprime equation,"April 13, 2008",neutral,0.6695838570594788
Housing Woes in U.S. Spread Around Globe,"April 14, 2008",neutral,0.6382759213447571
Asia banks have no clear choice on the dollar,"April 14, 2008",neutral,0.7334566116333008
Asia looks to itself for funding,"April 14, 2008",neutral,0.5659478306770325
"Despite Tough Times, Ultrarich Keep Spending","April 14, 2008",positive,0.600901186466217
Treasury Reports to Propose Hedge-Fund Guides,"April 15, 2008",neutral,0.8489546179771423
Stronger earnings lift U.S. stocks,"April 16, 2008",positive,0.899423360824585
UBS reduces dividend to bolster equity base,"April 16, 2008",positive,0.5972355008125305
UBS’s Next Chair Sees Long Road to Redemption,"April 16, 2008",neutral,0.5370140075683594
"Bank Earnings Fall, but Investors Seem Relieved","April 17, 2008",negative,0.5217267870903015
Credit crisis triggers downturn in Iceland,"April 17, 2008",negative,0.6022125482559204
"In Spain, your casa is suddenly the state's casa","April 17, 2008",neutral,0.9309105277061462
"Iceland, a Tiny Dynamo, Loses Steam","April 18, 2008",neutral,0.5321113467216492
House Votes to Shore Up Student Loans,"April 18, 2008",neutral,0.6992262005805969
Citigroup posts $5.1 billion loss; Royal Bank of Scotland to raise funds,"April 18, 2008",negative,0.4976096451282501
"Citigroup reports $5.1 billion loss, while Royal Bank of Scotland prepares rights issue","April 18, 2008",neutral,0.48072803020477295
"When the Focus Is Expansion, Not Subprime Worries","April 19, 2008",neutral,0.8880119919776917
"As Crocs Departs, Quebec Turns Bitter","April 20, 2008",neutral,0.7192364931106567
Worked Over and Overworked,"April 20, 2008",neutral,0.5102540850639343
Bank of England to provide liquidity to British banks,"April 20, 2008",neutral,0.800083577632904
"Muni Bonds, Safe With High Yields","April 21, 2008",neutral,0.585699200630188
U.K. central bank acts to ease credit markets,"April 21, 2008",neutral,0.506604790687561
Bank of America braces for consumer loan losses,"April 21, 2008",negative,0.564325213432312
Bank losses hit Wall St.,"April 21, 2008",negative,0.70701664686203
Singapore wealth fund defends stakes in Citigroup and UBS despite likelihood of recession,"April 21, 2008",positive,0.7266108989715576
Bank of America Profit Falls on Write-Downs,"April 21, 2008",negative,0.8383355140686035
Bank of England Outlines Liquidity Plan,"April 22, 2008",neutral,0.7824591398239136
Banks Hunting for More Cash,"April 22, 2008",neutral,0.6737285256385803
Samurai bonds flourish in global credit crisis,"April 22, 2008",neutral,0.6404543519020081
Banks racing to raise capital,"April 22, 2008",neutral,0.7535591721534729
Royal Bank of Scotland seeks $24 billion from investors,"April 22, 2008",neutral,0.8691420555114746
Banks on the hunt for more cash,"April 22, 2008",neutral,0.5985093116760254
German banks rescue  lender after write-downs,"April 22, 2008",neutral,0.49446728825569153
Royal Bank of Scotland to raise £12 billion in rights issue,"April 22, 2008",neutral,0.8237647414207458
UBS Officials Promise Changes at Bank,"April 23, 2008",positive,0.6288180947303772
Wall Street jittery over deal slowdown in Asia,"April 23, 2008",negative,0.5836899876594543
Germany investigates insider trading allegations at IKB,"April 23, 2008",neutral,0.7714011073112488
UBS to reel in investment banking business,"April 23, 2008",positive,0.524652898311615
"In Subprime Mess, a Bonanza of Billable Hours","April 23, 2008",neutral,0.7985263466835022
Credit Suisse Reports $2.1 Billion Loss,"April 24, 2008",negative,0.47617006301879883
UBS Vows Errant Unit Will Get Tighter Rein,"April 24, 2008",positive,0.47043538093566895
China Eases Trading Rules and Markets Soar,"April 24, 2008",positive,0.4694674611091614
Chinese stocks soar after cut in tax on trades,"April 24, 2008",positive,0.4629044830799103
Credit Suisse writes off $5.3 billion,"April 24, 2008",neutral,0.673577606678009
Stocks soar in China as taxes on trades are cut,"April 24, 2008",negative,0.45651304721832275
Chinese stocks soar after tax reduction,"April 24, 2008",positive,0.6722291707992554
Bank of America Chief Rejects Calls to Dump Countrywide Deal,"April 24, 2008",neutral,0.6462228894233704
Beijing’s Guiding Hand Sets Off a Market Rally,"April 25, 2008",neutral,0.5728588104248047
Where the Fingers Are Pointing,"April 25, 2008",neutral,0.8758184313774109
Government bonds tumble worldwide as inflation pressures mount,"April 25, 2008",negative,0.6476482152938843
Deflation fight may be over for Japan,"April 25, 2008",neutral,0.5332942008972168
Where Was the Wise Man?,"April 27, 2008",neutral,0.8109419941902161
"Wall Street, Run Amok","April 27, 2008",neutral,0.8819734454154968
Where was the wise man?,"April 27, 2008",neutral,0.8109419941902161
Where was Rubin when Citigroup went astray?,"April 27, 2008",neutral,0.8748964667320251
Loan Industry Fighting Rules on Mortgages,"April 28, 2008",neutral,0.8588191270828247
Daiwa Securities swings to a quarterly net loss in wake of credit crunch,"April 28, 2008",negative,0.7697820663452148
U.S. loan industry fights back against proposed mortgage rules,"April 28, 2008",neutral,0.6845073699951172
Crisis Catches Up to Deutsche Bank,"April 29, 2008",neutral,0.5880119204521179
"Junk Bonds, Mortgages and Milken","April 29, 2008",neutral,0.6613263487815857
Losses at Deutsche Bank reflect depth of credit crisis,"April 29, 2008",negative,0.49245917797088623
'Junk bond king' deflects blame for credit crisis,"April 29, 2008",neutral,0.6629406809806824
Bush presses Congress on economy,"April 29, 2008",neutral,0.6680203676223755
Deutsche Bank posts first loss in five years,"April 29, 2008",negative,0.665313720703125
BlackRock’s Chief Gets a 27% Pay Lift,"April 29, 2008",positive,0.5530441403388977
Don’t Blame Milken for the Mortgage Crisis,"April 29, 2008",neutral,0.6003932952880859
The Road to a Jumbo Mortgage Was Supposed to Get Easier,"April 30, 2008",neutral,0.751609742641449
"Fed Cuts Rates by a Quarter Point, and It Signals a Pause","April 30, 2008",negative,0.4895206391811371
"Deutsche Bank Posts Quarterly Loss, Evidence of the Reach of the Financial Crisis","April 30, 2008",negative,0.7197197079658508
Deutsche Bank Reports Quarterly Loss,"April 30, 2008",negative,0.7040430307388306
"Fed cuts rate by a quarter point, to 2%","April 30, 2008",negative,0.4480578899383545
Exports help U.S. economy to modest growth,"April 30, 2008",positive,0.8742350339889526
Agency Floats a Proposal to Help With Home Loans,"May 1, 2008",neutral,0.8653923273086548
British Bank Offers an Optimistic Outlook,"May 1, 2008",positive,0.6689445376396179
British central bank suggests credit crisis is easing,"May 1, 2008",positive,0.41589733958244324
France wants U.S. help to pressure China on currency,"May 1, 2008",neutral,0.5911151170730591
Fed Takes Steps to Add Liquidity,"May 2, 2008",neutral,0.4759911000728607
"In Tougher Times, Carlyle Looks Abroad","May 2, 2008",neutral,0.5249712467193604
Fed takes steps to add liquidity,"May 2, 2008",neutral,0.4759911000728607
Bernake Suggests Congress Review Student Lender Subsidies,"May 2, 2008",neutral,0.7447292804718018
A Government Risk-Management Panel?,"May 2, 2008",neutral,0.9246712923049927
Fed Moves to Loosen Tight Credit,"May 3, 2008",neutral,0.45438167452812195
A Lender Gets Caught in the Currents,"May 4, 2008",neutral,0.7840732336044312
Chief of CIT defends expansion,"May 4, 2008",positive,0.6038985848426819
"Task Force to Probe Wall Street Firms and Lenders, Report Says","May 5, 2008",neutral,0.7966269254684448
Bernanke Urges Flexibility in Mortgage Regulation,"May 6, 2008",neutral,0.6161085963249207
Bernanke urges Congress to help stem foreclosures,"May 6, 2008",neutral,0.526239812374115
"UBS to cut 5,500 jobs after first-quarter loss","May 6, 2008",negative,0.7145999073982239
"Behind Bear Stearns' demise, a royal battle at the top","May 6, 2008",neutral,0.7845445275306702
"UBS to Cut Jobs, Sell Mortgages After Big Loss","May 6, 2008",negative,0.5845027565956116
"Merrill Doesn’t Need More Capital, Chief Says","May 6, 2008",neutral,0.6691749691963196
Fannie Mae to Raise $6 Billion After Loss,"May 6, 2008",neutral,0.6446437239646912
"UBS Announces $10.9 Billion Loss, Job Cuts, and Tax Probe","May 7, 2008",negative,0.5231517553329468
Fannie Mae Wins Cheers Despite Loss,"May 7, 2008",neutral,0.45584383606910706
Fed president warns of inflation's dangers,"May 7, 2008",neutral,0.5119422078132629
Commerzbank warns it may miss profit target,"May 7, 2008",negative,0.6598226428031921
Asian Finance Bank plans to set up bank in Indonesia and a $500 million property fund,"May 7, 2008",neutral,0.787763774394989
Fannie Mae wins cheers despite loss,"May 7, 2008",neutral,0.45584383606910706
A Feud in the Bear Stearns Family,"May 7, 2008",neutral,0.8757598996162415
"UBS Faces Tax Probe, Amid Other Woes","May 7, 2008",neutral,0.5715075135231018
Wave of Lawsuits Over Losses Could Hit a Wall,"May 8, 2008",neutral,0.7073001265525818
BlackRock Is Fix-It Firm to Manage Risky Assets of Others in Distress,"May 8, 2008",neutral,0.9291839599609375
Lawsuits over losses in mortgage market could hit a wall,"May 8, 2008",neutral,0.6241899728775024
Lawsuits over losses in U.S. mortgage market could hit a wall,"May 8, 2008",neutral,0.5491346716880798
BlackRock: the Mr. Fix-it of Wall Street,"May 8, 2008",neutral,0.8771142959594727
BlackRock to the Rescue,"May 8, 2008",neutral,0.791995108127594
Bad Investments and a $7.8 Billion Loss at A.I.G.,"May 9, 2008",negative,0.651660680770874
AIG dampens sentiment on Wall St.,"May 9, 2008",negative,0.6502820253372192
AIG reports a $7.8 billion loss in quarter,"May 9, 2008",negative,0.6680034399032593
Schwarzman’s Atomic Bomb Comment Sparks Chatter,"May 9, 2008",neutral,0.6445507407188416
"Losing a Home, Then Losing All Out of Storage","May 11, 2008",neutral,0.7553881406784058
"Positive GDP reports expected, but signs of weakening ahead","May 11, 2008",positive,0.6396456360816956
"Losing a home, then everything else in storage","May 11, 2008",neutral,0.8976954221725464
Westpac seeks deal to create largest Australian bank,"May 12, 2008",neutral,0.8086833357810974
HSBC says U.S. recession is 'increasingly likely',"May 12, 2008",positive,0.48057496547698975
U.S. shares gain as crude price slips,"May 12, 2008",positive,0.591948926448822
Credit crisis delays opening of U.S. auto plant,"May 12, 2008",negative,0.62047278881073
"Profit up in first quarter, HSBC says","May 12, 2008",positive,0.8564288020133972
Toyota considers Shariah bond to help Malaysian business,"May 12, 2008",neutral,0.5161017179489136
HSBC Says 1Q Profit Up Despite $3.2 Billion Write-Down,"May 12, 2008",positive,0.8324002623558044
MBIA Posts $2.4 Billion Loss for 1st Quarter,"May 12, 2008",negative,0.6726125478744507
"Oil Prices Slide, and Wall Street Cheers","May 13, 2008",negative,0.5363897681236267
Former Chief Tells Board That A.I.G. Is in ‘Crisis’,"May 13, 2008",neutral,0.6715896129608154
"For HSBC, Asia Offsets Loan Problems in the U. S.","May 13, 2008",positive,0.3681815266609192
"Bloomberg L.P. Fills Post, Suggesting Shift to News","May 13, 2008",neutral,0.5723775029182434
Today in Business,"May 13, 2008",neutral,0.7834392786026001
Maurice Greenberg tells board that AIG is in 'crisis',"May 13, 2008",neutral,0.6549614071846008
Norman Pearlstine named chief content officer of Bloomberg,"May 13, 2008",neutral,0.8817058205604553
Société Générale profit falls; Crédit Agricole seeks capital,"May 13, 2008",negative,0.744594931602478
Former Chief Tells Board That A.I.G. Is in a Crisis,"May 13, 2008",neutral,0.7052081227302551
BNP net drops 21% on 'violent' conditions,"May 14, 2008",negative,0.8200058937072754
French housing holds steady in face of subprime crisis,"May 14, 2008",positive,0.5236338973045349
ING Reports Drop in First-Quarter Proift,"May 14, 2008",negative,0.8000286817550659
Crédit Agricole to sell assets and restructure Calyon investment banking arm,"May 15, 2008",neutral,0.8915485739707947
A Values Debate (Not the Political Kind),"May 16, 2008",neutral,0.8842220902442932
How much are some investments really worth?,"May 16, 2008",neutral,0.9041265249252319
Banks finding it tough to shake off subprime hangover,"May 18, 2008",neutral,0.38852378726005554
U.S. stocks slip on fears of more bank write-downs,"May 20, 2008",negative,0.7472378611564636
Warning scares off Macquarie shareholders,"May 20, 2008",negative,0.39014631509780884
Mitsubishi UFJ posts 71 percent profit rise,"May 20, 2008",positive,0.858707070350647
"While the Economy Struggles, Profits Can Be Made","May 21, 2008",positive,0.5885205268859863
French finance minister calls for realignment of currencies,"May 21, 2008",neutral,0.5168663859367371
Singapore real estate totters at a precipice,"May 21, 2008",neutral,0.4399087131023407
Debt securitization sputters back to life,"May 21, 2008",neutral,0.6129244565963745
"UBS sells devalued assets, but keeps some of the risk","May 21, 2008",neutral,0.8119747042655945
Florida Pension Fund Is Suing A.I.G.,"May 22, 2008",neutral,0.8393756747245789
UBS to hold $15.6 billion rights issues at deep discount,"May 22, 2008",neutral,0.9420041441917419
AIG is sued by Florida pension fund,"May 22, 2008",neutral,0.8532052040100098
UBS offers shares at a steep discount to replenish capital,"May 22, 2008",neutral,0.8820170164108276
UBS Plans $15.55 Billion Rights Issue,"May 22, 2008",neutral,0.9724425077438354
UBS Moves to Raise $15 Billion,"May 23, 2008",neutral,0.7026861906051636
U.S. mortgage market wakes up,"May 23, 2008",negative,0.39913681149482727
Advances in Merrill’s Deal for Ground Zero Headquarters,"May 23, 2008",neutral,0.6949338912963867
J. C. Flowers Bids for Stake in Germany’s Hypo,"May 23, 2008",neutral,0.8505947589874268
Mortgages Without U.S. Backing Start to Rise,"May 24, 2008",negative,0.43655291199684143
Macklowes Strike Deal to Sell G.M. Building,"May 24, 2008",neutral,0.8434522747993469
"A C.E.O. Hits ‘Reply,’ and Now It’s Regret","May 25, 2008",neutral,0.6421372890472412
Abandoned Houses Are Keeping Contractors Busy,"May 26, 2008",negative,0.5617658495903015
The U.S. housing crisis takes a toll on the auto industry,"May 26, 2008",negative,0.5956147313117981
Balancing inflation and growth in Asia,"May 26, 2008",positive,0.6096323132514954
UBS Foresees More Subprime-Related Losses,"May 27, 2008",neutral,0.44114023447036743
Contractors Are Kept Busy Maintaining Abandoned Homes,"May 27, 2008",negative,0.5018731355667114
Auto Industry Feels the Pain of Tight Credit,"May 27, 2008",negative,0.5245101451873779
Bush loyalist leads government effort to rescue U.S. homeowners,"May 27, 2008",neutral,0.5625450611114502
Contractors busy trying to maintain foreclosed U.S. homes,"May 27, 2008",neutral,0.4435770809650421
Euro-area inflation edges higher in May,"May 30, 2008",positive,0.6822392344474792
Banking group won't change way Libor measure is set,"May 30, 2008",neutral,0.8108815550804138
British Banker Group to Strengthen Libor Oversight,"May 31, 2008",positive,0.6252366900444031
Career Bureaucrat Rises to Prominence in Housing Crisis,"May 31, 2008",neutral,0.7447182536125183
First Comes the Swap. Then It’s the Knives.,"June 1, 2008",neutral,0.9396201968193054
Lawsuit provides a rare glimpse at credit default swaps,"June 1, 2008",neutral,0.9093543291091919
UBS-Paramax lawsuit allows look at opaque credit default swaps market,"June 1, 2008",neutral,0.9474819302558899
Australian bankers find refuge back home,"June 2, 2008",neutral,0.6776508688926697
Banking Group Won’t Overhaul Way Libor Is Set,"June 2, 2008",neutral,0.7155467867851257
Ambac Writes Little New Business,"June 4, 2008",neutral,0.7535409927368164
'Special servicers' rise as loan defaults grow,"June 4, 2008",positive,0.6222624182701111
EU opens investigation into British rescue of Northern Rock,"June 4, 2008",neutral,0.6714928150177002
European Banks May Need Additional Capital to Stem Losses,"June 4, 2008",neutral,0.5364512801170349
Inquiry Opens Into Northern Rock Bailout,"June 5, 2008",neutral,0.7836259603500366
"At Harvard, They Hail a Fed Chief","June 5, 2008",neutral,0.7178742289543152
2 Central Banks in Europe Keep Rates Unchanged,"June 6, 2008",neutral,0.46168333292007446
Bank Analysts Get Middling Grades,"June 6, 2008",negative,0.3890107572078705
A.I.G. Says It Is Subject of Inquiries,"June 7, 2008",neutral,0.8791986703872681
Oil Prices and Joblessness Punish Shares,"June 7, 2008",negative,0.6271185874938965
New York Fed chief calls for stronger global response to crises,"June 9, 2008",positive,0.48883864283561707
More stress is forecast for banks,"June 10, 2008",positive,0.4067401587963104
SEC proposes rules on conflicts of interest at ratings agencies,"June 11, 2008",neutral,0.9531301259994507
FLOYD NORRIS: No humility from Lehman,"June 12, 2008",neutral,0.5751041173934937
Good Times Left Lehman Unprepared for the Bad,"June 13, 2008",negative,0.5917479991912842
France looks to expand Champagne production,"June 13, 2008",positive,0.6719017028808594
Greenspan says markets are turning around,"June 13, 2008",positive,0.46076691150665283
Greenspan Sees Light at the End of the Credit Tunnel,"June 14, 2008",neutral,0.7962303757667542
Asia is urged to take lead in handling  economic crises,"June 15, 2008",positive,0.5506142377853394
JPMorgan chief falling out of favor on Wall St.,"June 16, 2008",negative,0.6339226365089417
Barclays stock jumps on plans to raise capital,"June 16, 2008",positive,0.6724278330802917
Barclays soars on capital increase plans,"June 16, 2008",positive,0.722206175327301
Inside the markets: Bracing for a U.S. recession,"June 16, 2008",neutral,0.7913800477981567
"Former Bear Fund Managers May Be Indicted, Report Says","June 16, 2008",neutral,0.8622040152549744
Société Générale in private banking deal,"June 17, 2008",neutral,0.8234100341796875
Paulson sees progress in U.S.-China ties,"June 17, 2008",positive,0.8317425847053528
After the Fall: Ousted Chiefs and Stock Prices,"June 17, 2008",neutral,0.5011458396911621
U.S. Tells China Subprime Woes Are No Reason to Keep Markets Closed,"June 18, 2008",neutral,0.48685720562934875
Paulson Sees Progress in U.S.-China Ties,"June 18, 2008",positive,0.8317425847053528
Fallout From Bad Loans Rocks Regional Banks,"June 19, 2008",negative,0.5929455161094666
U.K. central bank loses its No. 2 as changes are introduced,"June 19, 2008",negative,0.49965715408325195
Former Bear Stearns executives to face criminal charges in hedge fund collapse,"June 19, 2008",neutral,0.7701464295387268
Fallout from bad loans rocks U.S. regional banks,"June 19, 2008",negative,0.688818633556366
U.K. financial oversight is overhauled,"June 19, 2008",neutral,0.6279789805412292
FBI estimates $1 billion in losses from mortgage fraud,"June 19, 2008",neutral,0.6207402944564819
FBI arrests 2 former Bear Stearns hedge fund managers,"June 19, 2008",neutral,0.779869019985199
Swiss central bank lays down blueprint for stronger banking system,"June 19, 2008",neutral,0.5820441842079163
Loan Fallout Rocks Regional Banks,"June 19, 2008",neutral,0.7201723456382751
Prosecutors Build Bear Stearns Case on E-Mails,"June 20, 2008",neutral,0.9050809741020203
Bank of England Gains New Oversight Powers,"June 20, 2008",positive,0.5147523283958435
"In Bear Stearns Case, Question of an Asset’s Value","June 20, 2008",neutral,0.9304885268211365
Trade Now Could Cost Broker Later,"June 20, 2008",neutral,0.6613369584083557
U.S. banks trimming limits for many on credit cards,"June 20, 2008",neutral,0.6542835235595703
Barclays in talks with Japanese lender to replenish capital,"June 20, 2008",neutral,0.6552536487579346
What's an investment worth? Sometimes it's hard to figure,"June 20, 2008",neutral,0.9318935871124268
Prosecutors build Bear Stearns case on e-mails,"June 20, 2008",neutral,0.9050809741020203
"For Wall Street Banks, a Question of Value","June 20, 2008",neutral,0.8778178095817566
The Team Behind the Bear Stearns Charges,"June 20, 2008",neutral,0.8686861991882324
Banks Trimming Limits for Many on Credit Cards,"June 21, 2008",neutral,0.6705060005187988
Illinois to Sue Countrywide,"June 25, 2008",neutral,0.863707423210144
Illinois sues Countrywide Financial,"June 25, 2008",neutral,0.8378084897994995
Can a youthful finance industry really understand inflation?,"June 25, 2008",neutral,0.747691810131073
"Barclays to raise $8.9 billion, mostly from overseas","June 25, 2008",neutral,0.5640142560005188
Trichet reinforces expectation of ECB rate rise,"June 25, 2008",positive,0.5759817361831665
Illinois sues Countrywide,"June 25, 2008",neutral,0.8259070515632629
BlackRock Is Preparing for Bigger Economic Slowdown,"June 25, 2008",neutral,0.4463588297367096
Barclays To Raise $8.9 Billion in Share Issue,"June 25, 2008",neutral,0.8705296516418457
Middle Eastern and Asian investors flock to U.S. and European property markets,"June 26, 2008",neutral,0.6231191158294678
Middle Eastern and Asian investors flock into U.S. and European property,"June 26, 2008",neutral,0.6828371286392212
S.E.C. Seeks to Reduce Reliance on Credit Ratings,"June 26, 2008",neutral,0.5370455980300903
"Battered by Oil, Dow Touches Bear Territory","June 28, 2008",neutral,0.4232162833213806
One Rebate Isn’t Enough,"June 29, 2008",neutral,0.7162182927131653
One rebate for U.S. consumers isn't enough,"June 29, 2008",neutral,0.6951227784156799
Irish economy may be headed for recession,"June 30, 2008",negative,0.456319659948349
Are Bean Counters to Blame?,"July 1, 2008",neutral,0.8544774651527405
Some blame the bean counters for finance industry woes,"July 1, 2008",negative,0.4515460133552551
Overhaul of UBS board fails to calm investors,"July 1, 2008",negative,0.45244836807250977
Did an Accounting Rule Fuel a Financial Crisis?,"July 1, 2008",neutral,0.7776550054550171
Judge Clears U.S. Request for UBS Clients’ Names,"July 2, 2008",neutral,0.9476149678230286
Judge clears U.S. request for UBS clients' names,"July 2, 2008",neutral,0.948501706123352
UBS and Deutsche Bank say they do not need extra cash to cope with global crisis,"July 2, 2008",positive,0.5470016002655029
Europeans concerned that U.S. banking problems may spread,"July 3, 2008",neutral,0.45675256848335266
Fed and S.E.C. agree to information pact to help avoid crisis,"July 7, 2008",positive,0.5076771974563599
Loan Pains Turned Site Into a Hit,"July 8, 2008",neutral,0.5434107184410095
Implode-O-Meter measures lenders' troubles,"July 8, 2008",neutral,0.6339909434318542
Mizuho Financial strengthening link with Merrill Lynch,"July 8, 2008",neutral,0.5462849736213684
Rising Sun Brings New Dawn for Deals,"July 8, 2008",positive,0.5164953470230103
Fed to Clamp Down on Subprime,"July 8, 2008",neutral,0.565351128578186
S.E.C. Criticizes Ratings Agencies’ Conflicts of Interest,"July 8, 2008",neutral,0.6122884154319763
Mortgage Lender Faces Rush to Withdraw,"July 9, 2008",neutral,0.6677274703979492
Indian bank Icici says it is considering acquisitions abroad,"July 9, 2008",neutral,0.6903417706489563
Hedge Fund Manager Describes Rock Bottom,"July 10, 2008",neutral,0.8377195596694946
Indian Bank Says It’s Time to Take On Acquisitions,"July 10, 2008",positive,0.6233304738998413
Fortis chief's job on the line as board meets,"July 10, 2008",neutral,0.6667248606681824
IASB chief cool to overhaul of fair-value rule,"July 10, 2008",neutral,0.5177479386329651
Analyst thinks bottom may be close,"July 10, 2008",neutral,0.4755718410015106
Hedge fund manager describes rock bottom,"July 10, 2008",neutral,0.8377195596694946
Citigroup selling German banking unit to Crédit Mutuel,"July 11, 2008",neutral,0.8579651713371277
Shares of Crédit Agricole plunge on report CEO may quit,"July 11, 2008",negative,0.6717408299446106
Citigroup to Sell Unit in Germany,"July 12, 2008",neutral,0.9137388467788696
Regulators Seize Mortgage Lender,"July 12, 2008",neutral,0.8683549165725708
Sleepless and Worried in My House,"July 12, 2008",neutral,0.832584023475647
"Protected by Washington, Companies Ballooned","July 13, 2008",neutral,0.5365474224090576
The Fannie and Freddie Fallout,"July 13, 2008",neutral,0.7497299313545227
Silence of the Lenders: Is Anyone Listening?,"July 13, 2008",neutral,0.9005776643753052
The mortgage lender illusion,"July 13, 2008",neutral,0.706931471824646
The silence of the lenders,"July 13, 2008",neutral,0.8565549850463867
IndyMac one of the largest bank failures in U.S. history,"July 13, 2008",neutral,0.7024174928665161
Bernanke faces a tough time before Congress,"July 13, 2008",neutral,0.6591466665267944
"Protected by Washington, Fannie and Freddie grew","July 13, 2008",neutral,0.7120565176010132
Analysts Say More Banks Will Fail,"July 14, 2008",negative,0.453305184841156
Analysts say more U.S. banks will fail,"July 14, 2008",negative,0.5473660230636597
Fed Sets Rules Meant to Stop Deceptive Lending Practices,"July 15, 2008",neutral,0.8893502950668335
Spanish Bank Pays $2.6 Billion for British Lender,"July 15, 2008",neutral,0.8178989291191101
German confidence in economy hits record low,"July 15, 2008",negative,0.4438450336456299
"Dow closes below 11,000 for first time in two years","July 15, 2008",negative,0.6468703150749207
What next for Freddie and Fannie?,"July 15, 2008",neutral,0.9290705919265747
Spanish airline slashes jobs and routes,"July 16, 2008",negative,0.6970608234405518
Report: FBI investigating  IndyMac for fraud,"July 16, 2008",neutral,0.8013253808021545
The Cloud in JPMorgan’s Silver Lining,"July 17, 2008",neutral,0.781036376953125
Rioting Over Stock Prices,"July 17, 2008",neutral,0.6572248935699463
Investment Banking Leader at Citigroup Is Leaving,"July 22, 2008",neutral,0.7259219288825989
Bank Investors Expect Less as Losses Mount,"July 23, 2008",negative,0.44194042682647705
JPMorgan says European banks will write down $27 billion in 2009,"July 23, 2008",negative,0.5244097709655762
Bank investors redefine bad news,"July 23, 2008",neutral,0.4858158826828003
Bank Investors Redefine Bad News,"July 23, 2008",neutral,0.4858158826828003
Credit Suisse posts smaller-than-expected fall in earnings,"July 24, 2008",negative,0.702340841293335
JPMorgan Predicts More Pain for European Banks,"July 24, 2008",negative,0.44285568594932556
Credit Suisse Earnings Fall 62% but Top Expectations,"July 25, 2008",negative,0.6929575204849243
National City Posts $1.76 Billion Loss,"July 25, 2008",negative,0.5769223570823669
"It’s Bad, but Remember We’re Dodging the Worst","July 27, 2008",neutral,0.6028902530670166
Can Hank Paulson Defuse This Crisis?,"July 27, 2008",neutral,0.849496066570282
"In Volatile Times, Investors Tune in All and Any Predictions","July 28, 2008",neutral,0.7714350819587708
IMF warns of more housing-related pain,"July 28, 2008",negative,0.4084286391735077
Wall Street 'forecasting' is faulted as getting too wild,"July 28, 2008",neutral,0.47065794467926025
ANZ shares fall on profit warning,"July 28, 2008",negative,0.8345430493354797
Lax Lending Standards Led to IndyMac’s Downfall,"July 29, 2008",neutral,0.4885665774345398
Chronology of a U.S. bank failure,"July 29, 2008",neutral,0.9511737823486328
Denmark wins approval to rescue bank,"July 31, 2008",neutral,0.47914817929267883
"Global crisis hits Deutsche Bank, as net profit falls 64 percent","July 31, 2008",negative,0.7044450044631958
Deutsche Bank’s Chief Proves Right for Times,"Aug. 1, 2008",positive,0.5385174751281738
Financial engineers thrive despite the subprime mess,"Aug. 1, 2008",positive,0.5036247372627258
Housing Lenders Fear Bigger Wave of Loan Defaults,"Aug. 4, 2008",negative,0.4938928484916687
Cayne Was Near Death Before Bear’s Collapse,"Aug. 4, 2008",neutral,0.7963261008262634
Good news - relatively - from French banks lift shares,"Aug. 5, 2008",positive,0.6019132733345032
Credit crisis taking toll on European insurers,"Aug. 7, 2008",negative,0.5278884172439575
Income at Barclays declines  less than analysts expected,"Aug. 7, 2008",negative,0.799383819103241
Dresdner sale proves problematic for Allianz,"Aug. 7, 2008",neutral,0.5263540744781494
Royal Bank of Scotland Posts a Rare Loss,"Aug. 8, 2008",negative,0.5665359497070312
Tighter belts await consumers,"Aug. 10, 2008",neutral,0.6034073233604431
UBS announces business overhaul,"Aug. 12, 2008",neutral,0.558120846748352
Top Japanese bank bids for UnionbanCal,"Aug. 12, 2008",neutral,0.7887962460517883
UBS loss is greater than expected; bank announces plans to restructure,"Aug. 12, 2008",negative,0.6865308880805969
