,0
39,
40,
41,
42,"WASHINGTON, Sept. 18 — The Federal Reserve rolled out its most powerful interest rate weapon on Tuesday in a bid to stop the turmoil in housing and financial markets from bringing down the overall economy.But even as stock markets soared in a thunderous rally, the Fed carefully stopped short of implying any commitment to reduce rates even more in the months ahead. Indeed, policy makers cautioned that they still have lingering worries about inflation — a concern that would weigh against stimulating the economy further with cheaper money.In reducing its benchmark interest rate by an unusually large one-half percentage point, to 4.75 percent from 5.25 percent, the central bank made it clear that policy makers viewed the turbulence and disruptions of the past couple of months as too dangerous to ignore.The reaction in stock markets was ecstatic: the Dow Jones industrial average jumped 200 points almost instantly and ended the day up 335 points, or 2.51 percent, at 13,739.39.The move was the Fed’s first rate reduction of any kind in four years, the steepest in nearly five years and its most abrupt reversal of course since January 2001, when policy makers sharply cut rates at an unscheduled emergency meeting just before the last recession.“Shock therapy,” summed up Ethan Harris, chief United States economist at Lehman Brothers.For consumers, the Fed’s move could mean lower borrowing costs for mortgages and automobile loans. But the impact may be muted, because investors remain deeply anxious about the credit quality of mortgages and other long-term loans. The main problem in the last month has not been high rates so much as the availability of capital to complete deals.Analysts described the Fed’s action as a bold attempt to restore confidence, with a quieter caveat that investors and consumers should not assume the certainty of more painkillers later this year.“The important policy debate now centers on the future interest rate path, but Fed officials left that more ambiguous,” said Richard Berner, chief United States economist at Morgan Stanley.Indeed, while many on Wall Street have been clamoring for an aggressive rate cut, some economists had warned against it, saying that it might send the wrong signal by bailing out those who contributed to the housing bubble and encourage future market excesses.In both the bold stroke and the fine print, the Fed’s move offered a revealing hint about Ben. S. Bernanke, the former professor from Princeton who took over as Fed chairman last year.Mr. Bernanke, a champion of steady rules to guide monetary policy, has long been seen as more skeptical about reacting to financial turbulence than his predecessor, Alan Greenspan.Mr. Bernanke, for example, made it clear that he did not want to rescue investors or real estate speculators who made bad decisions. But in shielding the economy from a downturn, the Fed will inevitably be helping some of the very people Mr. Bernanke did not want to help.What seems to have driven Mr. Bernanke to act more boldly, analysts said, was the jolt from the Labor Department’s unexpectedly poor employment report for August, which showed that the nation had lost jobs for the first time in four years.Still, Mr. Bernanke’s move was nothing if not a Greenspanian display of “discretionary” policy in response to trouble but before the signs of an economic downturn were unambiguous. And in doing so, he obtained unanimous agreement from other board members, even though some Fed officials have been dubious about the need for a rescue.The Fed’s course change has been under way since early August, when fears about huge losses on subprime mortgage loans and a continued downturn in housing caused a much broader panic in credit markets.The resulting credit tightness has now affected all but the safest home mortgages and has also greatly reduced the ability of private equity funds and hedge funds to borrow money at low rates. Many banks, which had been planning to resell their loans into the giant market for tradable commercial debt securities, are now being forced to absorb loans that the securities markets will no longer take.In the rate cut and an accompanying statement, the central bank acknowledged that the risks of a recession were too big to ignore.“The tightening of credit conditions has the potential to intensify the housing correction and restrain economic growth more generally,” the Fed’s policy-making committee said in its statement. “Today’s action is intended to forestall some of the adverse effects on the broader economy that might otherwise arise from the disruptions in financial markets.”Leaving the door open for the possibility of additional rate cuts, the central bank said it would “continue to assess” the economic outlook and “act as needed to foster price stability and sustainable economic growth.”But while Fed policy makers abandoned previous statements that the risk of inflation was their “predominant concern,” they did not say that the risk of a downturn had replaced inflation as their main worry. Rather, they spoke of “uncertainty” and left it at that.“The Fed kept its cards much closer to its vest than anyone would have guessed,” said David Rosenberg, chief North American economist for Merrill Lynch. “It’s not at all clear they think they have more to do.”Trading among investors indicated that Wall Street expects the central bank to keep cutting rates. Many analysts contend that it needs to cut twice as deeply as it has so far by early next year.And in a sign that the politics of rate-cutting could become more bruising, at least one prominent Democrat quickly criticized the Fed’s cautionary warning about inflation at a time of slowing growth. Representative Barney Frank, Democrat of Massachusetts and chairman of the House Financial Services Committee, said he was “surprised” by the Fed’s statement.“I hope, in this instance, that markets and consumers will pay more attention to what the F.O.M.C. did than to what it said,” Mr. Frank added, referring to the Federal Open Market Committee, which sets interest rates.In a separate move to bolster the banking system, the Fed also said that it had cut its discount lending rate, which applies to short-term emergency loans to banks, by a half a percentage point, to 5.25 percent.As in 2001, the Fed’s move came after a panic in financial markets and the collapse of a speculative bubble. Today, the panic is in credit markets unnerved by dubious mortgages on inflated housing prices. Back then, it was the stock market that was in trouble, initially because the air went out of inflated dot-com stocks.But the debate within the Fed was all about risk probabilities: what were the odds that the twin meltdowns in housing and mortgage markets would tip the overall economy into a recession?If policy makers cut rates too cautiously, they risk a recession; if they cut them too much or too early, they risk stoking inflation.Ever since the jobs data was released this month, it seemed clear that Fed policy makers were no longer debating whether to reduce rates but how much to lower them. A smaller rate reduction posed a risk of moving too slowly if the economy was indeed in danger of stalling. But a bigger rate reduction could have been taken as a sign of Fed panic, and it added to the risk of stoking inflationary pressures that the central bank had just begun to tamp down.Just a few hours before the central bank announced its decision, new statistics indicated that the pace of home foreclosures was accelerating.RealtyTrac of Irvine, Calif., reported that the number of foreclosure filings — from default notices and auction sale notices to bank repossessions — was 36 percent higher in August than in July and 115 percent higher than one year ago.But except for the housing downturn, which Fed officials admit is much more severe than they had expected, the evidence of a recession in the real economy is indecisive. Global economic growth is much stronger than in 2001, and American exports have climbed about 14 percent over the last year.Instead of the United States being the world’s engine of growth, the global economy could now become the engine of American growth.Many Wall Street economists place the odds of a recession at about one-in-three or somewhat higher. Mr. Greenspan puts the odds at somewhat more than the one-in-three that he estimated earlier this year.On Aug. 17, the Federal Reserve moved to ease the liquidity crisis by encouraging banks to borrow money through its discount window, an outlet originally created as an emergency source of overnight funding for banks in a cash squeeze.But by most accounts, the turmoil in the credit markets has abated very little. The market for subprime mortgages has all but disappeared and demand for all forms of asset-backed commercial paper — which are securities backed by mortgages, credit card debt and company receivables — remains very weak."
43,"IN recent years, LendingTree, the mortgage Web site operator, prospered with upbeat advertising that confidently told potential homeowners, “When banks compete, you win.”But last week, that campaign vanished, replaced with sober, straightforward ads that seek to educate consumers about “smart borrowing.”LendingTree is not the only financial marketer abruptly shifting gears. Weeks after problems with subprime mortgages began roiling the industry, advertisers are offering reassurances about their stability and ability to ride out the storm, whether a short-term dislocation or a serious threat.“Whether you are saving money, looking for a loan or managing a business, you can always depend on Chase,” assert ads for the JPMorgan Chase Bank unit of JPMorgan Chase & Company.Ads for New York Life promote what a “commitment to our policy holders and their peace of mind” while repeating the words “financial strength” four times — including the first two words of the headlines.Astoria Federal Savings ads promote its longevity, being in business for “more than 118 years,” and use soothing phrases like “We’re part of your community, and we’re here when you need us.”The changes are reminiscent of the makeovers that financial marketers have given their ads during previous tumultuous times, like the stock market crash of 1987, the East Asian financial crisis of 1997 and the dot-com bust.Other financial advertisers, however, are taking a contrary point of view when it comes to today’s turmoil, saying they see no need for such measures — or even deeming them counterproductive.“Most market research we’ve done shows that when a stock market says, ‘Don’t worry,’ people worry,” said John L. Jacobs, executive vice president and chief marketing officer at the Nasdaq Stock Market. “We tend to be agnostic to a market condition because we’re here for the long term, the big picture,” he added.So a television campaign for Nasdaq that began this week, created by the McKinney & Silver division of Havas, is focused on the achievements of companies like eBay and Starbucks, which are listed on Nasdaq. The humorous commercials carry an optimistic theme, asserting that a company trading on Nasdaq “moves life forward.”In recent weeks, however, it seemed to many investors and homeowners that life might be moving in the other direction. The reason was the turmoil in the mortgage markets and the resulting gyrations in share values on the stock exchanges.•The campaign from LendingTree, which started last Thursday, characterizes conditions as “chaotic.”The campaign, by an internal team at LendingTree and Mullen, an agency owned by the Interpublic Group of Companies, extends from print and television to the company’s Web site (lendingtree.com) and YouTube. The ads take an educational tack, centered on what are described as “Five steps for smart borrowing.”One of those steps is a measure that most marketers rarely take: damping consumer interest.“Make sure you can afford it,” Step 4 cautions, referring to a mortgage loan. “The costs of owning a home extend far beyond the mortgage payment.”The goal is to communicate to consumers that LendingTree realizes “the landscape for lending has changed considerably,” said C. D. Davies, chief executive at LendingTree, part of IAC/InterActiveCorp.LendingTree added a feature to its Web site in 2004 called the Smart Borrower Center, Mr. Davies said, and made it the subject of ads that ran in some magazines as recently as July. But it was not until last week that LendingTree switched gears to the five steps approach from its far more upbeat “When banks compete, you win” campaign.“If I had to do it over again, I would’ve maybe started it 15 to 30 days earlier,” Mr. Davies said of the switch.But with “all the people who need to buy homes, who need to be lent money, who may have adjustable-rate mortgages that are adjusting” in the coming months, he added, “it’s not too late” to revise marketing tactics.The campaign for Chase Bank, created by McGarry Bowen, began appearing in late August in local and national newspapers. Some ads carry headlines like “Strength. Value. Commitment. Qualities you’ve come to depend on.” Some offer promotional rates on certificates of deposit or home equity loans. And other ads promise that Chase Bank is “committed to helping you buy or refinance your home.”The “volatility in the lending market, in the stock market,” inspired the campaign, said Ryan McInerney, head of marketing for consumer banking at JPMorgan Chase.“We stepped back and said, ‘This is a big time of uncertainty,’ ” he added. “We saw it as an opportunity to grow our business while reassuring customers.”By contrast, the New York Life Insurance Company was reluctant to attribute the timing of its campaign to market conditions.Rather, said John Brine, a vice president at New York Life, the genesis of the ads was a recent upgrading of its insurance financial-strength rating by Standard & Poor’s, which gives the company “the highest rating from all four major rating agencies” (the others being A. M. Best, Fitch and Moody’s).“The upgrade, based on our financial strength and industry leadership, speaks volumes about the quality of New York Life,” Mr. Brine wrote in an e-mail message, “particularly in this volatile environment.” The ads are from Berlin Cameron United, part of the United division of the WPP Group.•Experts in brand marketing, corporate-identity consulting and crisis management offered divergent opinions on the timing and appropriateness of the campaigns.“Obtuse and reactive and dilatory,” Dean Crutchfield, senior vice president for marketing at Wolff Olins, a division of the Omnicom Group, said about many of them. “They’re groveling.”Worse yet, Mr. Crutchfield said, the ads are “self-indulgent” because they are “talking about the companies, not about the consumer.”By comparison, Eric Dezenhall, chief executive at Dezenhall Resources, said the campaigns might be arriving at the right time.“There is a certain danger in coming out too fast,” Mr. Dezenhall said, “because you don’t know if you’re dealing with a couple of bad days or a fundamental sea change.”As current conditions suggest there are chronic aspects to the problems, he added, advertisers like LendingTree are clever to adopt an educational subtext for their ads.“Sometimes in crisis situations, the best you can do is give anxious people a sense of control and a sense of choice instead of curing their anxiety,” Mr. Dezenhall said. “This isn’t marketing to increase the upside; it’s communication to limit the downside.”Don Peppers, a founding partner at the Peppers & Rogers Group, said he believed that the primary issues for financial marketers in addressing consumers who feel victimized were trust and competence.“The more self-interested you are, the less I’m willing to trust you,” said Mr. Peppers, whose consultancy is part of the Carlson Marketing unit of the Carlson Companies. “And do you have the competence to deliver on the promises you’re making me?”Too many financial marketers adopted business models “that maximized the short term at whatever cost,” Mr. Peppers said. “Getting their credibility back is going to hinge more on the actions they take than the advertising they produce.”"
44,"Prices at the producer level declined in August, the government reported yesterday, signaling a possible slackening of inflation pressures in the months ahead.Rapidly falling energy costs, including a 13.8 percent plunge in gasoline prices, led to a 1.4 percent drop in the Producer Price Index in August after a 0.6 percent rise in July. But the more crucial core rate of inflation, which excludes food and energy, was up 0.2 percent, a slight acceleration from July, driven by increased costs for vehicles and prescription drugs.“There are other indications in the goods sector that there are some significant price pressures,” said Jan Hatzius, chief United States economist for Goldman Sachs. “So you want to put it in perspective, but it’s definitely a piece of good news.”While a recent rebound in oil prices could lead to higher fuel costs in the weeks ahead, other inflation pressures appear to be easing. Analysts pointed to a half-point decline in the cost of goods used to make other goods, known as intermediate goods, as a sign that price increases were slowing further up the production chain and that consumers may see some relief as those goods are processed and enter the retail market.“The intermediate-materials pattern offers a hint of evidence that inflation pressures at the consumer price level will be weakening,” said Kenneth Beauchemin, United States economist for Global Insight, an economic research firm in Lexington, Mass.The new inflation figures were released ahead of the Federal Reserve’s announcement yesterday afternoon cutting its benchmark interest rate by an unexpectedly large half a percentage point, a move that was warmly greeted by Wall Street investors dealing with a credit squeeze caused by this summer’s subprime mortgage crisis.The slowdown in producer prices  what businesses charge one another for materials and goods used along the way in the production process  suggested some leeway for the Fed to move ahead with its expected cut, though several economists said the report had little impact on yesterday’s meeting.“This will carry mostly zero weight,” said Mickey Levy, the chief economist at Bank of America. “It’s just obvious that the Fed’s focus is not on near-term inflation conditions.”The report on consumer prices  a more closely watched and less volatile inflation gauge  will be released today.Prices of intermediate goods like steel, cement and industrial chemicals fell 1.2 percent last month. And prices of crude goods, which include raw goods like scrap metal and animals for slaughter, dropped 3 percent.The drop in energy costs was the largest factor pushing prices down in August. The price of gasoline fell 13.8 percent; natural gas 8.5 percent; and home heating oil 6 percent. Energy prices, however, have been rather erratic in recent months. The price of a barrel of oil has been posting record highs above $80 in recent days.Food prices declined 0.2 percent. But eggs, fresh fruits and vegetables fell by much larger amounts.Capital equipment prices  for items like agricultural machinery, heavy-duty vehicles and office furniture  were essentially flat.Mr. Levy said that nothing about yesterday’s report was “really out of whack,” noting that trends in productivity, wages and unit labor costs offset any rises in inflation for core wholesale goods over the last year.But with the Federal Reserve announcement dominating the talk on Wall Street yesterday, the producer price report quickly became old news.“It’s taking the back seat to the Fed’s more pressing issues,” Mr. Levy said."
45,"HONG KONG, Sept. 19 — Asian stock markets rose sharply today and European markets were off to a strong start this morning following a powerful rise in the American markets Tuesday after the Federal Reserve announced a surprisingly large half a percentage point cut in interest rates.And U.S. stocks looked poised today to add to the previous session’s rally, the biggest in four years.Leading Asian share indexes were pushed to their highest levels in more than a month, with the Hang Seng Index in Hong Kong rising 4 per cent to a record close of 25,554.64.In Europe, the FTSE 100 gained 2 per cent to 6,404.4 in morning trading, while the Xetra Dax rose 1.7 per cent to 7,705.34 and the CAC-40 added 1.9 per cent to 5,656.19. Commodity stocks also surged, thanks to higher metal and oil prices.Particularly strong were banking shares, which were recently battered on worries about their exposure to a crisis in the U.S. subprime or risky mortgages market. Shares in British home builders rose sharply as well, with Persimmon up 5.7 percent and Barratt Developments gaining 5.4 percent.In Asia, the rate cut is seen as particularly benefiting exporters of cars and electronic goods that rely heavily on the United States market. Toyota Motor Corporation had its biggest gain in more than three years on the Tokyo Stock Exchange, adding 4.9 percent.In Seoul, Samsung Electronics and Hyundai Motor Company, both heavily reliant on the U.S. market were up 1.9 per cent and 4.6 percent respectively, leading a surge in the share prices for exporters.But the enthusiasm to cash in the American rate cut was tempered by a discomforting message implicit in the decision to drop the benchmark interest rate to 4.75 percent.“I don’t think anyone can feel comfortable that all is well,” said Edmund Harriss, the investment director with Guinness Atkinson Investment Managers, which has $370 million in assets in three Asia-focused funds. On one hand, the move signifies that the Fed is “prepared to act as needed,” Mr. Harriss said, but on the other, the United States economy may be “looking weaker than we thought.”Whether the old adage about the U.S. economy sneezing and the rest of the world catching a cold holds true is a question on the minds of many economists and business executives in Asia as they watch the fallout from the crisis in the U.S. over defaults on home loans to poor grade borrowers, the so-called sub-prime mortgage problem.The aggressive rate cut by the Federal Reserve has signaled to many economists the depth of concern over a U.S. recession brought on by a credit squeeze and declining consumer consumption.But what impact will that have on Asia? Just two days before the Federal Reserve’s announcement, the Manila-based Asian Development Bank issued its annual economic outlook report for Asia, forecasting average growth in the region of 8.3 percent for 2007. This upgraded its earlier estimate of 7.6 percent. Growth for 2008 was forecast to be 8.2 percent.One of the bank’s key messages was that Asia is well placed to manage any U.S. slowdown, although the comment came with the caveat that the outlook for the region in 2008 is “hazy” because of uncertainty in global financial markets and the health of the world’s biggest economy.“Developing Asia’s defenses against external shocks are solid and it can weather a slowdown in the United States,” the bank said. “The region’s growth prospects will continue to depend on how well the countries address their internal challenges.”At a conference in Manila today, Haruhiko Kuroda, the president of the bank, said the U.S . rate cut would help stabilize financial markets and give a timely boost to the U.S. economy.“It would definitely improve the prospect of sustained strong economic growth in the United States, which could be also very beneficial particularly for emerging economies in Asia,” Kuroda said. “So, I would say that the decision would be greatly appreciated by many economies, financial sectors in the region.”The bank’s outlook report pointed to research by the International Monetary Fund that growth in countries of developing Asia declined by 0.28 percent for every percentage point fall in U.S. growth in the five U.S. recessions from 1974 to 2001.Even oil priced at about $82 a barrel is yet to shake confidence in the region’s ability to maintain the fastest growth rates in the world, although it will increase the budget cost of direct and indirect subsidies for consumers.Big Asian manufacturers with significant exposure to the U.S. market will be hoping the rate cut will ease the effects of the sub-prime crisis in damping consumer consumption, hence the rally in stocks of car and electronics companies Wednesday. Markets were ebullient across the region.In late trading, the Morgan Stanley Capital International Asia-Pacific Index jumped 3.9 percent “It wasn’t a big topic of discussion for us today,” said Jake Jang, a spokesman for Hyndai Motor Co. “But we hope that the Fed’s rate decrease will help improve the consumer sentiment in the United States and help our car sales there.”Still, other analysts were less sanguine about the effect of the rate cut. Christopher Lingle, a research scholar at the Centre for Civil Society, a think tank in New Delhi, said the Federal Reserve had “decided to refill the punch bowl”, encouraging loose lending practices.“I think it’s a stupid idea, done by stupid people, to be polite,” said Lingle. “The Federal Reserve system has been engaged in one of the most ruinous monetary policies of the last century, starting with Alan Greenspan,” Lingle said.Before Tuesday’s rate cut “some of the excess liquidity was trying to dry up, bankers were realizing that the party should be over and getting out before the hangover started,” Lingle said.For Asia’s central banks there is sufficient uncertainty about the global economy that they are widely expected by economists to take a wait-and-see approach to any interest rate changes of their own.The Bank of Japan decided Wednesday to leave rates unchanged, despite favoring a policy of incremental increases. Other central banks, like the Bank of Korea, are also likely to be cautious about going ahead with forecast rate rises, say analysts.Toshihiko Fukui, the bank governor, said the decision to keep rates on hold was influenced by the downside risk for the U.S. economy and the potential impact on the state of the global economy, despite Japanese rates being low compared to the strength of the domestic economy.”‘Uncertainty over the world economy has grown,” Reuters reported him saying. “We will make an appropriate policy judgment looking at economic data and risk, both at home and abroad.”Mr. Harriss, the investment director with Guinness, said the rate cut might offer only a temporary reprieve. “Once the dust has settled, the concerns that have been there for a while still remain,” said Mr. Harriss."
46,"LONDON —The Bank of England on Wednesday abruptly reversed its policy of refusing to ease lending standards, offering to inject cash into British money markets amid criticism that it had not done enough to stem a credit crunch that has undercut one of Europe's largest economies.The action came a day after the U.S. Federal Reserve eased credit conditions with an aggressive half-point cut in interest rates, a move that buoyed global stock markets Wednesday but also fanned concern that the United States might still face a notable slowdown.Economists have been trimming their global and national growth forecasts as the global credit crunch, spawned by a meltdown in the market for U.S. subprime loans, curbs lending and menaces consumer confidence.In Britain, the crisis hit abruptly and unexpectedly when Northern Rock, a mortgage lender, ran into difficulties last week that threatened to destabilize the wider British banking system.Days earlier, the Bank of England governor, Mervyn King, said the bank would not follow the Federal Reserve and the European Central Bank by injecting cash into money markets where banks had stopped lending because of volatile conditions, saying such moves encouraged risky behavior by banks and sowed the seeds of future financial crises.The Federal Reserve said on Aug. 24 that it would accept asset-backed commercial paper as collateral in exchange for central bank loans and the European Central Bank has loaned billions in cash to banks in seven special auctions since Aug. 9.King was forced to change his tone after the credit crunch that hobbled Northern Rock showed signs of spreading more widely through the British banking system.Political criticism has been mounting that the Bank of England was too slow to react to the current credit squeeze, and that earlier reassurances could have soothed panicky customers who lined up for days to withdraw their savings from Northern Rock branches.It is ""a major about-turn from its previous position, partly due to the realization that the problem has just not gone away,"" said Jonathan Loynes, chief European economist at Capital Economics in London.""It appears he realized that rather than sit there in defiance it's better to actually do something that seems long overdue,"" said Alan Clarke, an economist at BNP Paribas in London.King is scheduled to explain his policies to British lawmakers at a hearing in Parliament on Thursday.The central bank said it would provide funds at a three-month maturity and would accept ""mortgage collateral"" at an auction of £10 billion, or $20 billion, in loans next week in order to ""alleviate the strains in longer-maturity money markets."" The bank will still charge a penalty rate of 6.75 percent, it said.The bank will also make three further offerings at ""weekly intervals"" to reduce the gap between the benchmark rate of 5.75 percent and the rate banks charge to lend to each other. Banks have been reluctant to lend to one another because they preferred to hang on to their own money while it remains unclear how much longer the credit squeeze will last.The three-month London interbank rate, or Libor, dropped 0.2 percentage point to 6.55 percent on Wednesday. The overnight rate declined 0.25 percentage point to 5.89 percent.Some economists said that the latest cash injection might give the Bank of England more room to tackle the effects of the market turmoil without having to cut interest rates, something that King is trying to avoid.""Tackling the problems now directly reduces the pressure to do it through monetary policies,"" Loynes said. ""Looking at the economy as a whole, there's no real need to cut rates.""The bank has been raising rates as a red-hot housing market showed signs of topping out, and as consumers showed signs of taking on excess debt.Still, a number of analysts believe the Bank of England will have to cut rates next year. That, coupled with the announcement of the cash injection, led the pound to post its second-biggest decline in almost two months. The pound fell to $2.0027 in London from $2.0122 Tuesday.In the United States, the Fed left the door open to the possibility of additional rate cuts. Other countries are closely monitoring the health of the U.S. economy, amid concern that any difficulties in that economy are quickly felt elsewhere.But except for the housing downturn, which Fed officials admit is much more severe than they had expected, the evidence of a recession in the U.S. economy is unclear. Global economic growth is much stronger than in 2001, and American exports have climbed about 14 percent over the last year.Instead of the United States being the world's engine of growth, the global economy could now become the engine of American growth.Many Wall Street economists place the odds of a recession at about one in three or somewhat higher. Alan Greenspan, the former Federal Reserve chairman, puts the odds at somewhat more than the one-in-three that he estimated earlier this year.Markets rallied across the board following the Fed's decision. Wall Street jumped higher for a second straight day, while in Europe, the FTSE 100 in Britain surged 2.8 percent, the DAX in Germany gained 2.3 percent and the CAC 40 in France jumped 3.3 percent. Leading share indexes throughout Asia surged to their highest levels in more than a month, Commodity stocks also surged thanks to higher metal and oil prices."
47,"WASHINGTON —Like the tides, the wave of good feelings that swept over Wall Street and Main Street U.S.A. with the Federal Reserve's big interest rate cut could ebb just as quickly.American homeowners opening up statements for their adjustable-rate mortgages come October will experience a jolt when the rates jump, but not as severe a jolt as it could have been.Wall Street's mood swings - reflecting bouts of panic and then some relief - are expected to linger.That is because the Fed's action, while perhaps providing some help, will not cure problems in the ailing housing market, which are still expected to drag well into next year.It will take time for builders to work off a glut of unsold homes. That means the housing slump will continue to hold back the economy and probably lead to more job cuts in construction, manufacturing and other industries.The Fed's action also will not prevent home foreclosures and late mortgage payments from rising in the months ahead.Ben Bernanke, chairman of the Federal Reserve, and his colleagues, in a bold move on Tuesday, sliced a benchmark interest rate by one-half percentage point to 4.75 percent. It was the first rate cut in more than four years.Their aim is to prevent the U.S. economy from being thrown into a recession by a meltdown in housing prices and a credit crunch. Lower rates should induce people and businesses to increase spending and investing, which would help spur economic activity.Wall Street investors were cheered by the move, sending the Dow Jones industrial average zooming 335.97 points on Tuesday. It was the Dow's biggest one-day point jump in nearly five years.Some of the buoyancy carried over into Wednesday, with investors pushing up the Dow by around 80 points in midday trading.Over the short term, the rate cut can provide important psychological support. It could make investors, businesses and others less inclined to clamp down or make drastic changes in their behavior that would hurt the economy.""This does not heal the financial markets, but it can help in the process of healing. But we're not there yet,"" said Ken Mayland, economist at ClearView Economics.The improved mind set, though, could turn out to be fleeting.""I think the honeymoon is going to be pretty short for the euphoria of this Fed cut,"" said Greg McBride, senior financial analyst for Bankrate.com. ""A half-point cut can only do so much. It doesn't transform the housing market into sunshine and daffodils.""The housing market is suffering through its worst slump in 16 years. Home sales are expected to keep on sagging. Home prices, which saw double-digit gains in many areas during the boom, have cooled off significantly. Affordability is still an issue for would-be home buyers, experts say.Pain will continue to be felt by borrowers, lenders and investors of subprime mortgages - higher-risk loans made to people with spotty credit or with low incomes.Analysts estimate that 2 million adjustable-rate mortgages will jump from low initial teaser rates to higher rates this year and next. Steep prepayment penalties have made it difficult for some to get out of their mortgages. Some overstretched homeowners cannot afford to refinance or even sell their homes.The Fed's action does provide a bit of relief. For owners facing a reset on Oct. 1, their new rate will rise to 6.75 percent, versus 7.50 percent if it had reset a few months earlier, McBride said.""The payment is still going up by hundreds of dollars a month,"" he said. ""So people are not going to feel warm and fuzzy.""The subprime mortgage meltdown has forced some lenders out of business, and whacked investors.The U.S. Congress, meanwhile, is working on plans to help struggling homeowners avoid foreclosure, although it could take a few months for a final package to be approved.For consumers, whose confidence has been rattled by the housing and credit problems, much turns on whether employment conditions continue to deteriorate.The U.S. economy lost 4,000 jobs in August, the first decline in four years. The unemployment rate, now at 4.6 percent, is expected to climb close to 5 percent by the end of the year. A softening job market eventually will probably mean slower wage growth.Howard Chernick, an economics professor at Hunter College, said he did not think the Fed's rate cut would make people rush to the malls.""Consumer spending is influenced by employment and wages,"" Chernick said. ""Aside from the euphoria some might now feel, I don't think there is going to be a big effect.""It will take months for the Fed's rate cut to ripple through the economy, with the hope that it will bolster activity.Analysts expect the economy to slow to a rate of about 2 percent in the July-to-September quarter. That would be just half the pace of the previous three months. Growth in the final three months of this year could turn out to be even weaker.The former Federal Reserve chairman, Alan Greenspan, in an interview Monday with The Associated Press, said the odds of a recession were growing.""Obviously the odds have moved up to more than a third, but I doubt if we are anywhere near 50 percent yet,"" he said.Earlier this year, his prediction of a one-in-three chance of a recession caused Wall Street to nosedive."
48,"A government regulator gave Fannie Mae permission yesterday to slightly increase the amount of mortgages it can buy for its investment portfolio, a move that analysts say will do little to ease the strain on the housing market.The regulator, the Office of Federal Housing Enterprise Oversight, said Fannie Mae could expand its loan portfolio by 2 percent a year, an adjustment to a cap it put in place last May after it exposed widespread accounting problems.Ofheo said it was also adjusting the method it used to determine the size of Fannie Mae’s mortgage portfolio, which will set the new cap at $735 million.The moves, along with similar ones for Freddie Mac, should give the nation’s two biggest mortgage buyers a bit more flexibility in managing their portfolios. The changes are also intended to encourage the companies to purchase as much as $20 billion each in subprime loans.But just two days ago, Ben S. Bernanke, the Federal Reserve chairman, in a letter to Representative Barney Frank of Massachusetts said relaxing the portfolio restrictions on Fannie Mae and Freddie Mac could prove “ill advised.”Wall Street analysts said that Ofheo’s changes would do little to ease the pressures on the housing market. And Fannie Mae, which has lobbied to raise the portfolio limit by 10 percent, and several Democratic lawmakers said yesterday that the moves did not go far enough.In a statement, Senator Christopher J. Dodd of Connecticut, the chairman of the Banking Committee and a Democratic candidate for president, called Ofheo’s decision “timid and inadequate.” He said the administration was ignoring the severity of the subprime mortgage crisis.Others, however, suggested it could be a way for Fannie Mae and Freddie Mac to start regaining Ofheo’s trust.“I actually think this was a smart way of giving the enterprises an opportunity to prove themselves,” said Josh Rosner, a managing director at Graham Fisher & Company who has been critical of Fannie Mae. Under the requirements, Fannie Mae and Freddie Mac must provide more frequent and detailed financial disclosures, including a monthly report that should more clearly parse out their purchases of subprime loans.Ofheo’s announcement came as the Senate Banking Committee voted 20-to-1 to approve legislation raising a separate limit on home loans made through the Federal Housing Administration. That could help prospective home buyers in higher-cost areas like California and New York but do little to ease the bigger challenge faced by homeowners who may lose their homes if they fall further behind on their payments.If yesterday’s bill is passed by the full Senate, it would need to be reconciled with legislation passed in the House.It also came just two days after Mr. Bernanke sent a letter to Mr. Frank, the chairman of the House Financial Services Committee, that defended the current portfolio limits and urged Congress to move cautiously if it considers letting Fannie Mae and Freddie Mac buy mortgages over the current $417,000 limit.In the letter, he suggested that allowing the companies to buy higher-priced mortgages would extend an “implied guarantee to another portion of the mortgage market.”“If the Congress is inclined to move in this direction, it should consider whether such action could be taken in a way that makes the change explicitly temporary as well as promptly implemented, lest it inhibit private securitization activity in the interim,” Mr. Bernanke wrote."
